idx,question,story,properties,answer_options,answer,question_is_multiple
"{'story': mc500.test.64, 'question': 2}",What had Tony's birthday on it?,"Little Tony was riding his bicycle all around the party. After all grandma gave him it right now. What fun would it be for Tony if he couldn't show off his new bike? He rode it up and down the hills and through the people at the party. It was his party. Everyone knew that it was his party. He was turning 8, 8 candles on the cake and the number 8 frosted on, the number 8 on his birthday hat. The big 8. It was much better than his last birthday. He didn't like being 7. He loved riding his bike closer and closer to people and things. Until he ran right into the big table with his birthday cake. All 8 candles flew all over the ground of the lawn. Tony was upset, and so was daddy at the big huge mess he made. He could have been more careful daddy said, and looked where he was going. He was right, Tony was being too crazy. But it was his party, so he kept riding, with more care this time. He rode his bike up and down. Faster and faster. Until Tony's birthday finally was over, long after it began.","{'author': 2395407026, 'work_time': 863, 'quality_score': 90, 'creativity_words': [right, look, coke, unicorn, bug, piggy, god, riding, close, grandma, dream, daddy, mess, friend, bicycle]}","{'A': We don't know Tony's birthday., 'B': The bike., 'C': The candles., 'D': His hat and cake.}",D,TRUE
"{'story': mc500.test.64, 'question': 3}",Who gave Tony the bike?,"Little Tony was riding his bicycle all around the party. After all grandma gave him it right now. What fun would it be for Tony if he couldn't show off his new bike? He rode it up and down the hills and through the people at the party. It was his party. Everyone knew that it was his party. He was turning 8, 8 candles on the cake and the number 8 frosted on, the number 8 on his birthday hat. The big 8. It was much better than his last birthday. He didn't like being 7. He loved riding his bike closer and closer to people and things. Until he ran right into the big table with his birthday cake. All 8 candles flew all over the ground of the lawn. Tony was upset, and so was daddy at the big huge mess he made. He could have been more careful daddy said, and looked where he was going. He was right, Tony was being too crazy. But it was his party, so he kept riding, with more care this time. He rode his bike up and down. Faster and faster. Until Tony's birthday finally was over, long after it began.","{'author': 2395407026, 'work_time': 863, 'quality_score': 90, 'creativity_words': [right, look, coke, unicorn, bug, piggy, god, riding, close, grandma, dream, daddy, mess, friend, bicycle]}","{'A': The people, 'B': Grandma, 'C': Tony, 'D': Daddy}",B,TRUE
"{'story': mc500.test.65, 'question': 0}",What did Curtis want to be someday?,"Dr. Curtis\newline\newlineOn a small farm outside of town, lived a boy named Curtis. Curtis was seven years old and he wanted to become an animal doctor someday. He always loved animals and helped take care of them on his family's farm.\newline\newlineCurtis liked to feed the horses, chickens, pigs, dogs, and the cat. He also like to help take care of them when they got hurt or sick. Once, Curtis stayed in the barn all night, helping his father with a sick pony. The animal doctor was there too, and Curtis watched everything that he did. The doctor had to keep giving Bonnie the pony some medicine. And he kept checking her eyes and mouth.\newline\newlineWhen the pony got better, the animal doctor went home. But Curtis and his father stayed in the barn with the pony until it became light outside. Curtis had gone to sleep, so his father carried him to their house and put him to bed.\newline\newlineCurtis was so tired that even the smell of bacon from the kitchen didn't wake him up. Later, his father came and woke him. ""Bonnie is going to be alright,"" he said to Curtis.\newline\newline""Really?"" the boy said as he rubbed his eyes, ""I got to go check on her."" \newline\newline""That can wait. Right now you need to eat something. I saved you some bacon, Mr. sleepy head,"" his father said as he smiled at Curtis.\newline\newlineCurtis washed, dressed, and ate as fast as he could and then raced to the barn. He stood on a stool and looked into Bonnie's eyes and mouth. He put his head on her chest and listened to her heart. Then he checked her legs and tail. He tried to do everything the animal doctor did and more.\newline\newlineCurtis saw his father standing at the door and said, ""Everything looks okay, daddy. I think she can go out to the big tree with the other horses.""\newline\newline""Okay, Dr. Curtis,"" his dad said as he patted Curtis on the back. ""Let's take her outside.""","{'author': 133375093, 'work_time': 5615, 'quality_score': 80, 'creativity_words': [fingering, cat, doctor, think, ceiling, barn, closing, light, cool, jump, wait, tree, best, parent, kitchen]}","{'A': An animal doctor., 'B': A family farmer., 'C': An animal nurse., 'D': A family doctor.}",A,FALSE
"{'story': mc500.test.65, 'question': 1}",What all did Curtis check on Bonnie the pony?,"Dr. Curtis\newline\newlineOn a small farm outside of town, lived a boy named Curtis. Curtis was seven years old and he wanted to become an animal doctor someday. He always loved animals and helped take care of them on his family's farm.\newline\newlineCurtis liked to feed the horses, chickens, pigs, dogs, and the cat. He also like to help take care of them when they got hurt or sick. Once, Curtis stayed in the barn all night, helping his father with a sick pony. The animal doctor was there too, and Curtis watched everything that he did. The doctor had to keep giving Bonnie the pony some medicine. And he kept checking her eyes and mouth.\newline\newlineWhen the pony got better, the animal doctor went home. But Curtis and his father stayed in the barn with the pony until it became light outside. Curtis had gone to sleep, so his father carried him to their house and put him to bed.\newline\newlineCurtis was so tired that even the smell of bacon from the kitchen didn't wake him up. Later, his father came and woke him. ""Bonnie is going to be alright,"" he said to Curtis.\newline\newline""Really?"" the boy said as he rubbed his eyes, ""I got to go check on her."" \newline\newline""That can wait. Right now you need to eat something. I saved you some bacon, Mr. sleepy head,"" his father said as he smiled at Curtis.\newline\newlineCurtis washed, dressed, and ate as fast as he could and then raced to the barn. He stood on a stool and looked into Bonnie's eyes and mouth. He put his head on her chest and listened to her heart. Then he checked her legs and tail. He tried to do everything the animal doctor did and more.\newline\newlineCurtis saw his father standing at the door and said, ""Everything looks okay, daddy. I think she can go out to the big tree with the other horses.""\newline\newline""Okay, Dr. Curtis,"" his dad said as he patted Curtis on the back. ""Let's take her outside.""","{'author': 133375093, 'work_time': 5615, 'quality_score': 80, 'creativity_words': [fingering, cat, doctor, think, ceiling, barn, closing, light, cool, jump, wait, tree, best, parent, kitchen]}","{'A': Her teeth, nose, heart, legs and saddle., 'B': Her eyes, mouth, heart, legs and tail., 'C': Her eyes, mouth, saddle, and tail., 'D': Her legs, tail, eyes and medicine.}",B,TRUE
"{'story': mc500.test.65, 'question': 2}",Where did Curtis live?,"Dr. Curtis\newline\newlineOn a small farm outside of town, lived a boy named Curtis. Curtis was seven years old and he wanted to become an animal doctor someday. He always loved animals and helped take care of them on his family's farm.\newline\newlineCurtis liked to feed the horses, chickens, pigs, dogs, and the cat. He also like to help take care of them when they got hurt or sick. Once, Curtis stayed in the barn all night, helping his father with a sick pony. The animal doctor was there too, and Curtis watched everything that he did. The doctor had to keep giving Bonnie the pony some medicine. And he kept checking her eyes and mouth.\newline\newlineWhen the pony got better, the animal doctor went home. But Curtis and his father stayed in the barn with the pony until it became light outside. Curtis had gone to sleep, so his father carried him to their house and put him to bed.\newline\newlineCurtis was so tired that even the smell of bacon from the kitchen didn't wake him up. Later, his father came and woke him. ""Bonnie is going to be alright,"" he said to Curtis.\newline\newline""Really?"" the boy said as he rubbed his eyes, ""I got to go check on her."" \newline\newline""That can wait. Right now you need to eat something. I saved you some bacon, Mr. sleepy head,"" his father said as he smiled at Curtis.\newline\newlineCurtis washed, dressed, and ate as fast as he could and then raced to the barn. He stood on a stool and looked into Bonnie's eyes and mouth. He put his head on her chest and listened to her heart. Then he checked her legs and tail. He tried to do everything the animal doctor did and more.\newline\newlineCurtis saw his father standing at the door and said, ""Everything looks okay, daddy. I think she can go out to the big tree with the other horses.""\newline\newline""Okay, Dr. Curtis,"" his dad said as he patted Curtis on the back. ""Let's take her outside.""","{'author': 133375093, 'work_time': 5615, 'quality_score': 80, 'creativity_words': [fingering, cat, doctor, think, ceiling, barn, closing, light, cool, jump, wait, tree, best, parent, kitchen]}","{'A': In the barn., 'B': On a small farm., 'C': In the town., 'D': On a large farm.}",B,FALSE
"{'story': mc500.test.65, 'question': 3}",What did the animal doctor do for Bonnie the pony?,"Dr. Curtis\newline\newlineOn a small farm outside of town, lived a boy named Curtis. Curtis was seven years old and he wanted to become an animal doctor someday. He always loved animals and helped take care of them on his family's farm.\newline\newlineCurtis liked to feed the horses, chickens, pigs, dogs, and the cat. He also like to help take care of them when they got hurt or sick. Once, Curtis stayed in the barn all night, helping his father with a sick pony. The animal doctor was there too, and Curtis watched everything that he did. The doctor had to keep giving Bonnie the pony some medicine. And he kept checking her eyes and mouth.\newline\newlineWhen the pony got better, the animal doctor went home. But Curtis and his father stayed in the barn with the pony until it became light outside. Curtis had gone to sleep, so his father carried him to their house and put him to bed.\newline\newlineCurtis was so tired that even the smell of bacon from the kitchen didn't wake him up. Later, his father came and woke him. ""Bonnie is going to be alright,"" he said to Curtis.\newline\newline""Really?"" the boy said as he rubbed his eyes, ""I got to go check on her."" \newline\newline""That can wait. Right now you need to eat something. I saved you some bacon, Mr. sleepy head,"" his father said as he smiled at Curtis.\newline\newlineCurtis washed, dressed, and ate as fast as he could and then raced to the barn. He stood on a stool and looked into Bonnie's eyes and mouth. He put his head on her chest and listened to her heart. Then he checked her legs and tail. He tried to do everything the animal doctor did and more.\newline\newlineCurtis saw his father standing at the door and said, ""Everything looks okay, daddy. I think she can go out to the big tree with the other horses.""\newline\newline""Okay, Dr. Curtis,"" his dad said as he patted Curtis on the back. ""Let's take her outside.""","{'author': 133375093, 'work_time': 5615, 'quality_score': 80, 'creativity_words': [fingering, cat, doctor, think, ceiling, barn, closing, light, cool, jump, wait, tree, best, parent, kitchen]}","{'A': Gave her some medicine and checked her eyes and mouth., 'B': Gave her some apples and put her to bed., 'C': Gave her some bacon and checked her mouth., 'D': Gave her some medicine and checked her legs and tail.}",A,TRUE
"{'story': mc500.test.66, 'question': 0}",What was built on the tree?,"There is a large tree in a park where all the kids in the neighborhood can hang out and play.  The tree was planted in 1896 and has grown to over fifty feet tall with branches that were another thirty feet wide.  Next to the tree is a jungle gym.  The jungle gym has two slides, a fireman pole, a rock climbing wall, and much more.  One day the kids in the neighborhood came up with the idea of building a tree house so they could spend all of their time at the park, even when it was raining outside.  The children all went to their parents begging them to help and get wood.  The families of the neighborhood began building the master tree house.  Upon completion the tree house was ten by twelve feet high, with two windows, and plenty of space for the children to have fun.  Every day during the summer that year the children played in the park and went in the tree house from sunrise to sunset every day.  Fifteen years have gone by and the children are now too old to use the tree house.  The tree house still sits on the tree but instead has a new group of kids that get to enjoy the house.  Now the first kids have become parents and get to watch their idea live on and make the children of the neighborhood happy.","{'author': 1934039143, 'work_time': 1622, 'quality_score': 85, 'creativity_words': [trash, store, side, noodle, not, bag, oink, dresser, scissor, draw, bunny, train, bite, watch, tree]}","{'A': A slide, 'B': A tree house, 'C': A jungle gym, 'D': A swing}",B,FALSE
"{'story': mc500.test.66, 'question': 1}",How did the children get help to build the tree house?,"There is a large tree in a park where all the kids in the neighborhood can hang out and play.  The tree was planted in 1896 and has grown to over fifty feet tall with branches that were another thirty feet wide.  Next to the tree is a jungle gym.  The jungle gym has two slides, a fireman pole, a rock climbing wall, and much more.  One day the kids in the neighborhood came up with the idea of building a tree house so they could spend all of their time at the park, even when it was raining outside.  The children all went to their parents begging them to help and get wood.  The families of the neighborhood began building the master tree house.  Upon completion the tree house was ten by twelve feet high, with two windows, and plenty of space for the children to have fun.  Every day during the summer that year the children played in the park and went in the tree house from sunrise to sunset every day.  Fifteen years have gone by and the children are now too old to use the tree house.  The tree house still sits on the tree but instead has a new group of kids that get to enjoy the house.  Now the first kids have become parents and get to watch their idea live on and make the children of the neighborhood happy.","{'author': 1934039143, 'work_time': 1622, 'quality_score': 85, 'creativity_words': [trash, store, side, noodle, not, bag, oink, dresser, scissor, draw, bunny, train, bite, watch, tree]}","{'A': They asked their parents and teachers., 'B': They went to the store and bought wood., 'C': They asked their parents and their parents to build it and get the wood., 'D': They cut down parts of the tree and used them as wood.}",C,TRUE
"{'story': mc500.test.66, 'question': 2}",What all was at the park for the children to play with?,"There is a large tree in a park where all the kids in the neighborhood can hang out and play.  The tree was planted in 1896 and has grown to over fifty feet tall with branches that were another thirty feet wide.  Next to the tree is a jungle gym.  The jungle gym has two slides, a fireman pole, a rock climbing wall, and much more.  One day the kids in the neighborhood came up with the idea of building a tree house so they could spend all of their time at the park, even when it was raining outside.  The children all went to their parents begging them to help and get wood.  The families of the neighborhood began building the master tree house.  Upon completion the tree house was ten by twelve feet high, with two windows, and plenty of space for the children to have fun.  Every day during the summer that year the children played in the park and went in the tree house from sunrise to sunset every day.  Fifteen years have gone by and the children are now too old to use the tree house.  The tree house still sits on the tree but instead has a new group of kids that get to enjoy the house.  Now the first kids have become parents and get to watch their idea live on and make the children of the neighborhood happy.","{'author': 1934039143, 'work_time': 1622, 'quality_score': 85, 'creativity_words': [trash, store, side, noodle, not, bag, oink, dresser, scissor, draw, bunny, train, bite, watch, tree]}","{'A': a tree and a sand pit, 'B': a tree and a flag pole, 'C': a jungle gym and a basketball hoop, 'D': A jungle gym and tree}",D,TRUE
"{'story': mc500.test.66, 'question': 3}",How many years passed since the first kid's played in the park?,"There is a large tree in a park where all the kids in the neighborhood can hang out and play.  The tree was planted in 1896 and has grown to over fifty feet tall with branches that were another thirty feet wide.  Next to the tree is a jungle gym.  The jungle gym has two slides, a fireman pole, a rock climbing wall, and much more.  One day the kids in the neighborhood came up with the idea of building a tree house so they could spend all of their time at the park, even when it was raining outside.  The children all went to their parents begging them to help and get wood.  The families of the neighborhood began building the master tree house.  Upon completion the tree house was ten by twelve feet high, with two windows, and plenty of space for the children to have fun.  Every day during the summer that year the children played in the park and went in the tree house from sunrise to sunset every day.  Fifteen years have gone by and the children are now too old to use the tree house.  The tree house still sits on the tree but instead has a new group of kids that get to enjoy the house.  Now the first kids have become parents and get to watch their idea live on and make the children of the neighborhood happy.","{'author': 1934039143, 'work_time': 1622, 'quality_score': 85, 'creativity_words': [trash, store, side, noodle, not, bag, oink, dresser, scissor, draw, bunny, train, bite, watch, tree]}","{'A': fifteen, 'B': ten, 'C': eight, 'D': fifty}",A,FALSE
"{'story': mc500.test.67, 'question': 0}",What item did Jane like the most?,"Jane was a dog who lived all alone, in a broken freezer in a dump. There was all kinds of junk in the dump, from a car, to a wooden cow, to a clock, but Jane's favorite thing she had was a giant sock. Jane was always chewing at the sock, and kept it with her in her freezer. When Jane was not chewing on the sock, she was running around in the dump, looking for things to eat, or things that were fun to sniff, or that she could bark at. Still, even when Jane was having fun doing other things, her favorite thing of all to do was chew on her giant sock. Sometimes Jane would see other animals in the dump. There were always birds around, as well as sometimes a snake, and once even a cat. A deer even came through once. Jane was quick to start barking at the cat, and she quickly scared it away and it never came back. The birds were something that Jane was always trying to catch. She was never fast enough, they would always fly far away before Jane even got close. But that didn't stop Jane from barking at them whenever she saw them. Jane liked being active. Even when Jane was all alone, she was active. Jane was a happy dog.","{'author': 3166020428, 'work_time': 1355, 'quality_score': 90, 'creativity_words': [long, freezer, dog, but, sock, beard, lady, grandmother, noise, standing, clock, facing, place, cow, wheel]}","{'A': Wooden cow, 'B': Clock, 'C': Car, 'D': Giant sock}",D,TRUE
"{'story': mc500.test.67, 'question': 1}",What type of animal was Jane?,"Jane was a dog who lived all alone, in a broken freezer in a dump. There was all kinds of junk in the dump, from a car, to a wooden cow, to a clock, but Jane's favorite thing she had was a giant sock. Jane was always chewing at the sock, and kept it with her in her freezer. When Jane was not chewing on the sock, she was running around in the dump, looking for things to eat, or things that were fun to sniff, or that she could bark at. Still, even when Jane was having fun doing other things, her favorite thing of all to do was chew on her giant sock. Sometimes Jane would see other animals in the dump. There were always birds around, as well as sometimes a snake, and once even a cat. A deer even came through once. Jane was quick to start barking at the cat, and she quickly scared it away and it never came back. The birds were something that Jane was always trying to catch. She was never fast enough, they would always fly far away before Jane even got close. But that didn't stop Jane from barking at them whenever she saw them. Jane liked being active. Even when Jane was all alone, she was active. Jane was a happy dog.","{'author': 3166020428, 'work_time': 1355, 'quality_score': 90, 'creativity_words': [long, freezer, dog, but, sock, beard, lady, grandmother, noise, standing, clock, facing, place, cow, wheel]}","{'A': Bird, 'B': Dog, 'C': Cat, 'D': Snake}",B,FALSE
"{'story': mc500.test.67, 'question': 2}",What was Jane's favorite thing to do?,"Jane was a dog who lived all alone, in a broken freezer in a dump. There was all kinds of junk in the dump, from a car, to a wooden cow, to a clock, but Jane's favorite thing she had was a giant sock. Jane was always chewing at the sock, and kept it with her in her freezer. When Jane was not chewing on the sock, she was running around in the dump, looking for things to eat, or things that were fun to sniff, or that she could bark at. Still, even when Jane was having fun doing other things, her favorite thing of all to do was chew on her giant sock. Sometimes Jane would see other animals in the dump. There were always birds around, as well as sometimes a snake, and once even a cat. A deer even came through once. Jane was quick to start barking at the cat, and she quickly scared it away and it never came back. The birds were something that Jane was always trying to catch. She was never fast enough, they would always fly far away before Jane even got close. But that didn't stop Jane from barking at them whenever she saw them. Jane liked being active. Even when Jane was all alone, she was active. Jane was a happy dog.","{'author': 3166020428, 'work_time': 1355, 'quality_score': 90, 'creativity_words': [long, freezer, dog, but, sock, beard, lady, grandmother, noise, standing, clock, facing, place, cow, wheel]}","{'A': Looking for things to eat, 'B': Chewing on her giant sock, 'C': Being active, 'D': Barking at the birds}",B,TRUE
"{'story': mc500.test.67, 'question': 3}",What type animal did Jane try and catch often?,"Jane was a dog who lived all alone, in a broken freezer in a dump. There was all kinds of junk in the dump, from a car, to a wooden cow, to a clock, but Jane's favorite thing she had was a giant sock. Jane was always chewing at the sock, and kept it with her in her freezer. When Jane was not chewing on the sock, she was running around in the dump, looking for things to eat, or things that were fun to sniff, or that she could bark at. Still, even when Jane was having fun doing other things, her favorite thing of all to do was chew on her giant sock. Sometimes Jane would see other animals in the dump. There were always birds around, as well as sometimes a snake, and once even a cat. A deer even came through once. Jane was quick to start barking at the cat, and she quickly scared it away and it never came back. The birds were something that Jane was always trying to catch. She was never fast enough, they would always fly far away before Jane even got close. But that didn't stop Jane from barking at them whenever she saw them. Jane liked being active. Even when Jane was all alone, she was active. Jane was a happy dog.","{'author': 3166020428, 'work_time': 1355, 'quality_score': 90, 'creativity_words': [long, freezer, dog, but, sock, beard, lady, grandmother, noise, standing, clock, facing, place, cow, wheel]}","{'A': Deer, 'B': Cat, 'C': Snake, 'D': Birds}",D,TRUE
"{'story': mc500.test.68, 'question': 0}",What did Mary do when she got a tickle in her throat?,"Josie could hear the birds singing outside the classroom window.  She could see some of them sitting on the branches of an apple tree.  Mrs. Harper checked to see if everyone was present.  Each child called out when they heard their name.  She then asked for a volunteer to read a story about a family of grasshoppers.  Many hands were raised but she picked Josie's friend, Mary.  While Mary was reading the story, she got a tickle in her throat. She began to cough.  Mrs. Harper told her to go get some water to drink and a boy named Henry finished the story.  Next, Mrs. Harper showed the class a butterfly garden.  Someone asked if butterflies ate other bugs.  Mrs. Harper said that butterflies don't eat but only drink.  Josie was chosen to pass out turkey sandwiches for lunch.  Mrs. Harper went to the refrigerator.  She got out some vanilla yoghurt for each of the boys and girls.  All the students cheered.","{'author': 2832666543, 'work_time': 3203, 'quality_score': 100, 'creativity_words': [can, sing, yoghurt, school, dry, telephone, butterfly, rock, turkey, tickle, sock, refrigerator, granddaddy, step, fruit]}","{'A': She called out., 'B': She cheered., 'C': She coughed., 'D': She sang.}",C,TRUE
"{'story': mc500.test.68, 'question': 1}",Who finished reading the story?,"Josie could hear the birds singing outside the classroom window.  She could see some of them sitting on the branches of an apple tree.  Mrs. Harper checked to see if everyone was present.  Each child called out when they heard their name.  She then asked for a volunteer to read a story about a family of grasshoppers.  Many hands were raised but she picked Josie's friend, Mary.  While Mary was reading the story, she got a tickle in her throat. She began to cough.  Mrs. Harper told her to go get some water to drink and a boy named Henry finished the story.  Next, Mrs. Harper showed the class a butterfly garden.  Someone asked if butterflies ate other bugs.  Mrs. Harper said that butterflies don't eat but only drink.  Josie was chosen to pass out turkey sandwiches for lunch.  Mrs. Harper went to the refrigerator.  She got out some vanilla yoghurt for each of the boys and girls.  All the students cheered.","{'author': 2832666543, 'work_time': 3203, 'quality_score': 100, 'creativity_words': [can, sing, yoghurt, school, dry, telephone, butterfly, rock, turkey, tickle, sock, refrigerator, granddaddy, step, fruit]}","{'A': Mary., 'B': Mrs. Harper., 'C': Henry., 'D': Josie.}",C,FALSE
"{'story': mc500.test.68, 'question': 2}",What was in the garden that Mrs. Harper showed the class?,"Josie could hear the birds singing outside the classroom window.  She could see some of them sitting on the branches of an apple tree.  Mrs. Harper checked to see if everyone was present.  Each child called out when they heard their name.  She then asked for a volunteer to read a story about a family of grasshoppers.  Many hands were raised but she picked Josie's friend, Mary.  While Mary was reading the story, she got a tickle in her throat. She began to cough.  Mrs. Harper told her to go get some water to drink and a boy named Henry finished the story.  Next, Mrs. Harper showed the class a butterfly garden.  Someone asked if butterflies ate other bugs.  Mrs. Harper said that butterflies don't eat but only drink.  Josie was chosen to pass out turkey sandwiches for lunch.  Mrs. Harper went to the refrigerator.  She got out some vanilla yoghurt for each of the boys and girls.  All the students cheered.","{'author': 2832666543, 'work_time': 3203, 'quality_score': 100, 'creativity_words': [can, sing, yoghurt, school, dry, telephone, butterfly, rock, turkey, tickle, sock, refrigerator, granddaddy, step, fruit]}","{'A': Bugs., 'B': Grasshoppers., 'C': Birds., 'D': Butterflies.}",D,FALSE
"{'story': mc500.test.68, 'question': 3}",What was kept in the refrigerator?,"Josie could hear the birds singing outside the classroom window.  She could see some of them sitting on the branches of an apple tree.  Mrs. Harper checked to see if everyone was present.  Each child called out when they heard their name.  She then asked for a volunteer to read a story about a family of grasshoppers.  Many hands were raised but she picked Josie's friend, Mary.  While Mary was reading the story, she got a tickle in her throat. She began to cough.  Mrs. Harper told her to go get some water to drink and a boy named Henry finished the story.  Next, Mrs. Harper showed the class a butterfly garden.  Someone asked if butterflies ate other bugs.  Mrs. Harper said that butterflies don't eat but only drink.  Josie was chosen to pass out turkey sandwiches for lunch.  Mrs. Harper went to the refrigerator.  She got out some vanilla yoghurt for each of the boys and girls.  All the students cheered.","{'author': 2832666543, 'work_time': 3203, 'quality_score': 100, 'creativity_words': [can, sing, yoghurt, school, dry, telephone, butterfly, rock, turkey, tickle, sock, refrigerator, granddaddy, step, fruit]}","{'A': Water., 'B': Vanilla yoghurt., 'C': Apples., 'D': Turkey sandwiches.}",B,TRUE
"{'story': mc500.test.69, 'question': 0}",What is John's favorite type of toothpaste?,"John is five years old and loves the ocean. When he is in the tub, John pretends that he is a sailboat racer. He always wins. Sometimes John stays in the tub too long. When this happens his mother yells at him. Today, John stayed in the tub too long. His mother was not happy. After getting out of the tub, John had to brush his teeth. He used his favorite toothpaste. John doesn't like cinnamon flavored toothpaste or fruit flavored toothpaste. His favorite type of toothpaste is mint. After brushing his teeth, John went to bed. His puppy does not like to fall asleep on Tuesdays. He falls asleep quickly every other day. On Mondays and Wednesdays he falls asleep before John! Today, his puppy did not want to fall asleep. John was tired, but his puppy kept him up too long. His mom told him to go to bed. He finally fell asleep after that.","{'author': 2521664560, 'work_time': 1047, 'quality_score': 95, 'creativity_words': [helping, ocean, tub, queen, puppy, table, draw, room, hide, toothpaste, racer, hush, witch, tomato, cough]}","{'A': Mint, 'B': Cinnamon, 'C': Fruit, 'D': Unflavored}",A,FALSE
"{'story': mc500.test.69, 'question': 1}",What day is it?,"John is five years old and loves the ocean. When he is in the tub, John pretends that he is a sailboat racer. He always wins. Sometimes John stays in the tub too long. When this happens his mother yells at him. Today, John stayed in the tub too long. His mother was not happy. After getting out of the tub, John had to brush his teeth. He used his favorite toothpaste. John doesn't like cinnamon flavored toothpaste or fruit flavored toothpaste. His favorite type of toothpaste is mint. After brushing his teeth, John went to bed. His puppy does not like to fall asleep on Tuesdays. He falls asleep quickly every other day. On Mondays and Wednesdays he falls asleep before John! Today, his puppy did not want to fall asleep. John was tired, but his puppy kept him up too long. His mom told him to go to bed. He finally fell asleep after that.","{'author': 2521664560, 'work_time': 1047, 'quality_score': 95, 'creativity_words': [helping, ocean, tub, queen, puppy, table, draw, room, hide, toothpaste, racer, hush, witch, tomato, cough]}","{'A': Monday, 'B': Friday, 'C': Wednesday, 'D': Tuesday}",D,TRUE
"{'story': mc500.test.69, 'question': 2}",What happens when John stays in the tub too long?,"John is five years old and loves the ocean. When he is in the tub, John pretends that he is a sailboat racer. He always wins. Sometimes John stays in the tub too long. When this happens his mother yells at him. Today, John stayed in the tub too long. His mother was not happy. After getting out of the tub, John had to brush his teeth. He used his favorite toothpaste. John doesn't like cinnamon flavored toothpaste or fruit flavored toothpaste. His favorite type of toothpaste is mint. After brushing his teeth, John went to bed. His puppy does not like to fall asleep on Tuesdays. He falls asleep quickly every other day. On Mondays and Wednesdays he falls asleep before John! Today, his puppy did not want to fall asleep. John was tired, but his puppy kept him up too long. His mom told him to go to bed. He finally fell asleep after that.","{'author': 2521664560, 'work_time': 1047, 'quality_score': 95, 'creativity_words': [helping, ocean, tub, queen, puppy, table, draw, room, hide, toothpaste, racer, hush, witch, tomato, cough]}","{'A': He wins the race, 'B': His mother yells at him, 'C': Nothing, 'D': He falls asleep}",B,TRUE
"{'story': mc500.test.69, 'question': 3}",What does John pretend to be when he's in the tub?,"John is five years old and loves the ocean. When he is in the tub, John pretends that he is a sailboat racer. He always wins. Sometimes John stays in the tub too long. When this happens his mother yells at him. Today, John stayed in the tub too long. His mother was not happy. After getting out of the tub, John had to brush his teeth. He used his favorite toothpaste. John doesn't like cinnamon flavored toothpaste or fruit flavored toothpaste. His favorite type of toothpaste is mint. After brushing his teeth, John went to bed. His puppy does not like to fall asleep on Tuesdays. He falls asleep quickly every other day. On Mondays and Wednesdays he falls asleep before John! Today, his puppy did not want to fall asleep. John was tired, but his puppy kept him up too long. His mom told him to go to bed. He finally fell asleep after that.","{'author': 2521664560, 'work_time': 1047, 'quality_score': 95, 'creativity_words': [helping, ocean, tub, queen, puppy, table, draw, room, hide, toothpaste, racer, hush, witch, tomato, cough]}","{'A': a boy, 'B': a puppy, 'C': a sailboat racer, 'D': a boat}",C,FALSE
"{'story': mc500.test.70, 'question': 0}",Who did Tom go to live with?,"Tiger was a pig. Tiger's aunt Tabby always took care of Tiger. All Tiger had to do was make an oink and Tabby would come running to check on Tiger. Sometimes Tiger got into fights with his brother Tom and Tabby always took Tiger's side. One time Tiger accidentally lit a bush on fire when he was playing with a looking glass and the bush burned to the ground. Tabby was very mad and Tiger blamed it on Tom. Tabby believed Tiger, because she thought Tom was a trouble maker. One time Tabby took a trip to the ocean and she took Tiger, but not Tom. Tom was very upset, but acted like he didn't want to go. Tom said he would rather go to the forest, the moon or the mountains, but never would he go to the ocean. This wasn't true, but Tom didn't want to let Tiger and Tabby know that they hurt him. When Tabby and Tom went to the ocean, their uncle Leon came to visit and to take care of Tom. Tom had never met Leon before. Leon loved Tom and made him feel very special. When Tabby and Tom came home Leon left and Tom went to live with him. They went to the ocean together; the mountains, the forest and Leon even took Tom to the moon. Tom was happy, because he got to see things that Tiger never got to see. They lived happily ever after.","{'author': 3703572249, 'work_time': 2210, 'quality_score': 85, 'creativity_words': [inside, door, crawl, tiger, aunt, talk, blue, water, burn, outside, bush, leg, ocean, can, oink]}","{'A': Tabby, 'B': Moon, 'C': Tiger, 'D': Leon}",D,FALSE
"{'story': mc500.test.70, 'question': 1}",Who was Tabby's favorite nephew?,"Tiger was a pig. Tiger's aunt Tabby always took care of Tiger. All Tiger had to do was make an oink and Tabby would come running to check on Tiger. Sometimes Tiger got into fights with his brother Tom and Tabby always took Tiger's side. One time Tiger accidentally lit a bush on fire when he was playing with a looking glass and the bush burned to the ground. Tabby was very mad and Tiger blamed it on Tom. Tabby believed Tiger, because she thought Tom was a trouble maker. One time Tabby took a trip to the ocean and she took Tiger, but not Tom. Tom was very upset, but acted like he didn't want to go. Tom said he would rather go to the forest, the moon or the mountains, but never would he go to the ocean. This wasn't true, but Tom didn't want to let Tiger and Tabby know that they hurt him. When Tabby and Tom went to the ocean, their uncle Leon came to visit and to take care of Tom. Tom had never met Leon before. Leon loved Tom and made him feel very special. When Tabby and Tom came home Leon left and Tom went to live with him. They went to the ocean together; the mountains, the forest and Leon even took Tom to the moon. Tom was happy, because he got to see things that Tiger never got to see. They lived happily ever after.","{'author': 3703572249, 'work_time': 2210, 'quality_score': 85, 'creativity_words': [inside, door, crawl, tiger, aunt, talk, blue, water, burn, outside, bush, leg, ocean, can, oink]}","{'A': Forest, 'B': Tom, 'C': Tiger, 'D': Leon}",C,TRUE
