item_id	para	para_bold	question	opt1	opt2	opt3	opt4	correct_answer 
94	The kitchen comes alive at night in the Sanderson house. Vegetables, fruit, bread, and more come out to play. The knives and forks dance on the tables. There are games and prizes. Milk is used for swimming races. The cereal often wins those. Fruit gets used as balls in some games. Blueberries scream in joy as they are kicked into soccer goals in games between the spoons and vegetables like celery and carrots. Their cousins, the raspberries, like to watch the games. Everyone has a great time and laughs. They are happy to come out and be friends. If someone, like little John or his sister Kim, comes down to get water, they all hide until they leave. The father, Ryan, sometimes wakes up and thinks he hears something downstairs. His wife, Susan, tells him he needs to go back to bed. She tells him he is imagining things. He is not. The kitchen got too loud. They were having so much fun they woke up the family!		Who does not play soccer?	Carrots.	Celery.	Raspberries.	Spoons.	Raspberries.
94	The kitchen comes alive at night in the Sanderson house. Vegetables, fruit, bread, and more come out to play. The knives and forks dance on the tables. There are games and prizes. Milk is used for swimming races. The cereal often wins those. Fruit gets used as balls in some games. Blueberries scream in joy as they are kicked into soccer goals in games between the spoons and vegetables like celery and carrots. Their cousins, the raspberries, like to watch the games. Everyone has a great time and laughs. They are happy to come out and be friends. If someone, like little John or his sister Kim, comes down to get water, they all hide until they leave. The father, Ryan, sometimes wakes up and thinks he hears something downstairs. His wife, Susan, tells him he needs to go back to bed. She tells him he is imagining things. He is not. The kitchen got too loud. They were having so much fun they woke up the family!		Who dances on tables?	Forks.	Raspberries.	Spoons.	Blueberries.	Forks.
94	The kitchen comes alive at night in the Sanderson house. Vegetables, fruit, bread, and more come out to play. The knives and forks dance on the tables. There are games and prizes. Milk is used for swimming races. The cereal often wins those. Fruit gets used as balls in some games. Blueberries scream in joy as they are kicked into soccer goals in games between the spoons and vegetables like celery and carrots. Their cousins, the raspberries, like to watch the games. Everyone has a great time and laughs. They are happy to come out and be friends. If someone, like little John or his sister Kim, comes down to get water, they all hide until they leave. The father, Ryan, sometimes wakes up and thinks he hears something downstairs. His wife, Susan, tells him he needs to go back to bed. She tells him he is imagining things. He is not. The kitchen got too loud. They were having so much fun they woke up the family!		Who is told he is imagining things?	Susan.	Kim.	Ryan.	John.	Ryan.
94	The kitchen comes alive at night in the Sanderson house. Vegetables, fruit, bread, and more come out to play. The knives and forks dance on the tables. There are games and prizes. Milk is used for swimming races. The cereal often wins those. Fruit gets used as balls in some games. Blueberries scream in joy as they are kicked into soccer goals in games between the spoons and vegetables like celery and carrots. Their cousins, the raspberries, like to watch the games. Everyone has a great time and laughs. They are happy to come out and be friends. If someone, like little John or his sister Kim, comes down to get water, they all hide until they leave. The father, Ryan, sometimes wakes up and thinks he hears something downstairs. His wife, Susan, tells him he needs to go back to bed. She tells him he is imagining things. He is not. The kitchen got too loud. They were having so much fun they woke up the family!		Who often wins the swimming races?	Bread.	Cereal.	Fruit.	Vegetables.	Cereal.
95	"Once upon a time there was a little elf named Boo.  Boo longed for a goldfish more than anything in the world, so he begged and begged his parents for one.  Finally, his parents told him that he could have a goldfish if he found it himself. With that, Boo set out to look for a goldfish.  First he looked under his pillow.  No goldfish there.  Then he looked in the fridge.  No goldfish their either.  Frustrated, he went to his friend Miles.  Miles was an alligator.  Boo asked Miles, ""Miles, where could I find a goldfish?""\newline\newlineMiles thought long and hard.  Then he thought some more.  He thought even more after that.  At long last, Miles spoke.  ""I have an idea,"" he said, ""but you must do a few things for me first.  First you must clap for me.""\newline\newlineBoo clapped many times.  ""Now,"" spoke Miles, ""You must chirp like a young bird.""  Boo chirped happily.  \newline\newline""Last,"" said Miles, ""You must fold my laundry.  It is behind the wood pile.""  Boo quickly set to work folding the laundry.  When he was all done he returned to Miles.\newline\newline""Miles,"" he asked, ""Where can I find a goldfish?""\newline\newlineMiles smiled as he spoke, ""Fish swim, yes?  Look in a place with water.""\newline\newlineBoo quickly returned home and began his hunt.  First he looked in his drink cup.  No goldfish there.  Then he looked in the toilet.  What he saw in the toilet surprised him.  There was a goldfish swimming in the toilet!  As it turned out, it was a very special goldfish.  The fish was a funny color.  It wasn't red.  It wasn't orange.  It wasn't green.  It was blue!  Boo named his goldfish Apple Cracker and they quickly became friends."		What was the name of the elf?	Boo	Apple	Miles	Cracker	Boo
95	"Once upon a time there was a little elf named Boo.  Boo longed for a goldfish more than anything in the world, so he begged and begged his parents for one.  Finally, his parents told him that he could have a goldfish if he found it himself. With that, Boo set out to look for a goldfish.  First he looked under his pillow.  No goldfish there.  Then he looked in the fridge.  No goldfish their either.  Frustrated, he went to his friend Miles.  Miles was an alligator.  Boo asked Miles, ""Miles, where could I find a goldfish?""\newline\newlineMiles thought long and hard.  Then he thought some more.  He thought even more after that.  At long last, Miles spoke.  ""I have an idea,"" he said, ""but you must do a few things for me first.  First you must clap for me.""\newline\newlineBoo clapped many times.  ""Now,"" spoke Miles, ""You must chirp like a young bird.""  Boo chirped happily.  \newline\newline""Last,"" said Miles, ""You must fold my laundry.  It is behind the wood pile.""  Boo quickly set to work folding the laundry.  When he was all done he returned to Miles.\newline\newline""Miles,"" he asked, ""Where can I find a goldfish?""\newline\newlineMiles smiled as he spoke, ""Fish swim, yes?  Look in a place with water.""\newline\newlineBoo quickly returned home and began his hunt.  First he looked in his drink cup.  No goldfish there.  Then he looked in the toilet.  What he saw in the toilet surprised him.  There was a goldfish swimming in the toilet!  As it turned out, it was a very special goldfish.  The fish was a funny color.  It wasn't red.  It wasn't orange.  It wasn't green.  It was blue!  Boo named his goldfish Apple Cracker and they quickly became friends."		What was the name of the alligator?	Cracker	Apple	Miles	Boo	Miles
95	"Once upon a time there was a little elf named Boo.  Boo longed for a goldfish more than anything in the world, so he begged and begged his parents for one.  Finally, his parents told him that he could have a goldfish if he found it himself. With that, Boo set out to look for a goldfish.  First he looked under his pillow.  No goldfish there.  Then he looked in the fridge.  No goldfish their either.  Frustrated, he went to his friend Miles.  Miles was an alligator.  Boo asked Miles, ""Miles, where could I find a goldfish?""\newline\newlineMiles thought long and hard.  Then he thought some more.  He thought even more after that.  At long last, Miles spoke.  ""I have an idea,"" he said, ""but you must do a few things for me first.  First you must clap for me.""\newline\newlineBoo clapped many times.  ""Now,"" spoke Miles, ""You must chirp like a young bird.""  Boo chirped happily.  \newline\newline""Last,"" said Miles, ""You must fold my laundry.  It is behind the wood pile.""  Boo quickly set to work folding the laundry.  When he was all done he returned to Miles.\newline\newline""Miles,"" he asked, ""Where can I find a goldfish?""\newline\newlineMiles smiled as he spoke, ""Fish swim, yes?  Look in a place with water.""\newline\newlineBoo quickly returned home and began his hunt.  First he looked in his drink cup.  No goldfish there.  Then he looked in the toilet.  What he saw in the toilet surprised him.  There was a goldfish swimming in the toilet!  As it turned out, it was a very special goldfish.  The fish was a funny color.  It wasn't red.  It wasn't orange.  It wasn't green.  It was blue!  Boo named his goldfish Apple Cracker and they quickly became friends."		What color was the goldfish?	red	green	orange	blue	blue
95	"Once upon a time there was a little elf named Boo.  Boo longed for a goldfish more than anything in the world, so he begged and begged his parents for one.  Finally, his parents told him that he could have a goldfish if he found it himself. With that, Boo set out to look for a goldfish.  First he looked under his pillow.  No goldfish there.  Then he looked in the fridge.  No goldfish their either.  Frustrated, he went to his friend Miles.  Miles was an alligator.  Boo asked Miles, ""Miles, where could I find a goldfish?""\newline\newlineMiles thought long and hard.  Then he thought some more.  He thought even more after that.  At long last, Miles spoke.  ""I have an idea,"" he said, ""but you must do a few things for me first.  First you must clap for me.""\newline\newlineBoo clapped many times.  ""Now,"" spoke Miles, ""You must chirp like a young bird.""  Boo chirped happily.  \newline\newline""Last,"" said Miles, ""You must fold my laundry.  It is behind the wood pile.""  Boo quickly set to work folding the laundry.  When he was all done he returned to Miles.\newline\newline""Miles,"" he asked, ""Where can I find a goldfish?""\newline\newlineMiles smiled as he spoke, ""Fish swim, yes?  Look in a place with water.""\newline\newlineBoo quickly returned home and began his hunt.  First he looked in his drink cup.  No goldfish there.  Then he looked in the toilet.  What he saw in the toilet surprised him.  There was a goldfish swimming in the toilet!  As it turned out, it was a very special goldfish.  The fish was a funny color.  It wasn't red.  It wasn't orange.  It wasn't green.  It was blue!  Boo named his goldfish Apple Cracker and they quickly became friends."		Where did Boo find the goldfish?	in his drink cup	in the toilet	in the fridge	under his pillow	in the toilet
96	Randan's parents surprised her one day by bring home a small bunny. This was the first pet she had, so she started to shout and scream happily right when she saw it. After having keeping it in a cage in the house for a couple hours, she tried to take it outside to play. That was when everything went wrong. After she stepped outside, the cage fell and her thumb accidentally opened the cage, and the bunny ran away. Randan got very sad, but the bunny sounded like it was singing as it ran off. \newlineLater that night, Randan was still sad about the bunny as she was lying on her bed. All of a sudden, she heard a loud bang so everybody ran outside. They found the trash can tipped over and a lot of the food ate from it. Her dad wondered who did it, and Randan wondered if it was the bunny that ran away. She said to herself that it could not have done it. The bunny was way too small to even shake a trashcan.\newlineNothing special happened for the rest of the week, until they heard a strange noise on another night. This time, only Randan and her Dad went outside to check out what the noise was. When they made it outside, they saw an animal the size of a bear digging in their yard before it went deep. Before they even knew it, they heard their mama screaming from inside the house. They both looked in the window to see the bunny cornering the mama, but it had grown ten times bigger and looked angry. The dad quickly gave Randan a magical glove that makes her grip one million times stronger. The dad got some glue and made the bunny's butt stuck on the carpet. Randan grabbed the bunny by the leg and threw it to space.		When was the first and second time the bunny came back?	At night on the same day, and a week later	The bunny did not come back	At night on the same day and the next night	At night on the same day and never again	At night on the same day, and a week later
96	Randan's parents surprised her one day by bring home a small bunny. This was the first pet she had, so she started to shout and scream happily right when she saw it. After having keeping it in a cage in the house for a couple hours, she tried to take it outside to play. That was when everything went wrong. After she stepped outside, the cage fell and her thumb accidentally opened the cage, and the bunny ran away. Randan got very sad, but the bunny sounded like it was singing as it ran off. \newlineLater that night, Randan was still sad about the bunny as she was lying on her bed. All of a sudden, she heard a loud bang so everybody ran outside. They found the trash can tipped over and a lot of the food ate from it. Her dad wondered who did it, and Randan wondered if it was the bunny that ran away. She said to herself that it could not have done it. The bunny was way too small to even shake a trashcan.\newlineNothing special happened for the rest of the week, until they heard a strange noise on another night. This time, only Randan and her Dad went outside to check out what the noise was. When they made it outside, they saw an animal the size of a bear digging in their yard before it went deep. Before they even knew it, they heard their mama screaming from inside the house. They both looked in the window to see the bunny cornering the mama, but it had grown ten times bigger and looked angry. The dad quickly gave Randan a magical glove that makes her grip one million times stronger. The dad got some glue and made the bunny's butt stuck on the carpet. Randan grabbed the bunny by the leg and threw it to space.		How did they get rid of the bunny the second time?	They trapped it in a trashcan	They glued it stuck then threw it to space with a magic glove	They dug a deep hole and trapped it in it	They sang badly to it until it ran away	They glued it stuck then threw it to space with a magic glove
96	Randan's parents surprised her one day by bring home a small bunny. This was the first pet she had, so she started to shout and scream happily right when she saw it. After having keeping it in a cage in the house for a couple hours, she tried to take it outside to play. That was when everything went wrong. After she stepped outside, the cage fell and her thumb accidentally opened the cage, and the bunny ran away. Randan got very sad, but the bunny sounded like it was singing as it ran off. \newlineLater that night, Randan was still sad about the bunny as she was lying on her bed. All of a sudden, she heard a loud bang so everybody ran outside. They found the trash can tipped over and a lot of the food ate from it. Her dad wondered who did it, and Randan wondered if it was the bunny that ran away. She said to herself that it could not have done it. The bunny was way too small to even shake a trashcan.\newlineNothing special happened for the rest of the week, until they heard a strange noise on another night. This time, only Randan and her Dad went outside to check out what the noise was. When they made it outside, they saw an animal the size of a bear digging in their yard before it went deep. Before they even knew it, they heard their mama screaming from inside the house. They both looked in the window to see the bunny cornering the mama, but it had grown ten times bigger and looked angry. The dad quickly gave Randan a magical glove that makes her grip one million times stronger. The dad got some glue and made the bunny's butt stuck on the carpet. Randan grabbed the bunny by the leg and threw it to space.		How did the bunny escape?	It escaped by digging through the ground	Randan let it go after it ate too much food	It singed to Randan until she let it go	The accidentally got opened when it fell	The accidentally got opened when it fell
96	Randan's parents surprised her one day by bring home a small bunny. This was the first pet she had, so she started to shout and scream happily right when she saw it. After having keeping it in a cage in the house for a couple hours, she tried to take it outside to play. That was when everything went wrong. After she stepped outside, the cage fell and her thumb accidentally opened the cage, and the bunny ran away. Randan got very sad, but the bunny sounded like it was singing as it ran off. \newlineLater that night, Randan was still sad about the bunny as she was lying on her bed. All of a sudden, she heard a loud bang so everybody ran outside. They found the trash can tipped over and a lot of the food ate from it. Her dad wondered who did it, and Randan wondered if it was the bunny that ran away. She said to herself that it could not have done it. The bunny was way too small to even shake a trashcan.\newlineNothing special happened for the rest of the week, until they heard a strange noise on another night. This time, only Randan and her Dad went outside to check out what the noise was. When they made it outside, they saw an animal the size of a bear digging in their yard before it went deep. Before they even knew it, they heard their mama screaming from inside the house. They both looked in the window to see the bunny cornering the mama, but it had grown ten times bigger and looked angry. The dad quickly gave Randan a magical glove that makes her grip one million times stronger. The dad got some glue and made the bunny's butt stuck on the carpet. Randan grabbed the bunny by the leg and threw it to space.		How big was the bunny at first?	size of a trashcan	size of a bear	million times bigger than Randan	small	small
97	Tarwala was a strange boy. He liked to eat anything that was put in front of him, even if it wasn't food. As a child he ate chalk sticks thinking it was candy. All the strange things he ate made him very sick. After eating the chalk, his stomach made a weird noise as if it was trying to talk to him. Tarwala accidentally pooped on the door mat because he did not make it to the bathroom in time, but he still did not stop eating strange things. \newline\newlineOne day, Tarwala got in trouble at the zoo for trying to eat lettuce along with the big cats. His parents felt that they needed to help Tarwala fix his problem. His dad had a great idea, and he needed one month to do it. One month later, his dad took off his sock and put it in front of Tarwala. Tarwala immediately ate the sock like he always did, but something special happened. Tarwala saw bright lights and passed out. It turns out that Tarwala's dad did not change his sock or wash his toes for the whole month. The stink was so powerful that it got magical. The magical stink changed Tarwala's mouth, brain, and stomach to help him tell the difference between real food and things that were not food. Tarwala started to eat like a normal child and he lived a good life.		Why did Tarwala poop on the mat?	he fell on his stomach	bright lights made him do it	He ate chalk	he thought he was in the bathroom	He ate chalk
97	Tarwala was a strange boy. He liked to eat anything that was put in front of him, even if it wasn't food. As a child he ate chalk sticks thinking it was candy. All the strange things he ate made him very sick. After eating the chalk, his stomach made a weird noise as if it was trying to talk to him. Tarwala accidentally pooped on the door mat because he did not make it to the bathroom in time, but he still did not stop eating strange things. \newline\newlineOne day, Tarwala got in trouble at the zoo for trying to eat lettuce along with the big cats. His parents felt that they needed to help Tarwala fix his problem. His dad had a great idea, and he needed one month to do it. One month later, his dad took off his sock and put it in front of Tarwala. Tarwala immediately ate the sock like he always did, but something special happened. Tarwala saw bright lights and passed out. It turns out that Tarwala's dad did not change his sock or wash his toes for the whole month. The stink was so powerful that it got magical. The magical stink changed Tarwala's mouth, brain, and stomach to help him tell the difference between real food and things that were not food. Tarwala started to eat like a normal child and he lived a good life.		How did Tarwala's dad's sock get magical?	He did not change it or wash his toes	He took it to the zoo	He rubbed lettuce on it	He let a bright light shine on it	He did not change it or wash his toes
97	Tarwala was a strange boy. He liked to eat anything that was put in front of him, even if it wasn't food. As a child he ate chalk sticks thinking it was candy. All the strange things he ate made him very sick. After eating the chalk, his stomach made a weird noise as if it was trying to talk to him. Tarwala accidentally pooped on the door mat because he did not make it to the bathroom in time, but he still did not stop eating strange things. \newline\newlineOne day, Tarwala got in trouble at the zoo for trying to eat lettuce along with the big cats. His parents felt that they needed to help Tarwala fix his problem. His dad had a great idea, and he needed one month to do it. One month later, his dad took off his sock and put it in front of Tarwala. Tarwala immediately ate the sock like he always did, but something special happened. Tarwala saw bright lights and passed out. It turns out that Tarwala's dad did not change his sock or wash his toes for the whole month. The stink was so powerful that it got magical. The magical stink changed Tarwala's mouth, brain, and stomach to help him tell the difference between real food and things that were not food. Tarwala started to eat like a normal child and he lived a good life.		What did he do to everything that was in front of him?	broke it	ate it	made noises with it	fixed it	ate it
97	Tarwala was a strange boy. He liked to eat anything that was put in front of him, even if it wasn't food. As a child he ate chalk sticks thinking it was candy. All the strange things he ate made him very sick. After eating the chalk, his stomach made a weird noise as if it was trying to talk to him. Tarwala accidentally pooped on the door mat because he did not make it to the bathroom in time, but he still did not stop eating strange things. \newline\newlineOne day, Tarwala got in trouble at the zoo for trying to eat lettuce along with the big cats. His parents felt that they needed to help Tarwala fix his problem. His dad had a great idea, and he needed one month to do it. One month later, his dad took off his sock and put it in front of Tarwala. Tarwala immediately ate the sock like he always did, but something special happened. Tarwala saw bright lights and passed out. It turns out that Tarwala's dad did not change his sock or wash his toes for the whole month. The stink was so powerful that it got magical. The magical stink changed Tarwala's mouth, brain, and stomach to help him tell the difference between real food and things that were not food. Tarwala started to eat like a normal child and he lived a good life.		Is Tarwala a boy or a girl	boy	both	did not say	girl	boy
98	There was once a young bear who lived in a small cave in the woods. His cave was comfy, warm, and dark, and had a bit of a yard in front of it. The bear lived with his mother and father, and spent his days walking around and his nights curled up asleep. He liked to look for berries to eat. His favorite berries were blueberries, but he would eat any berries he found: strawberries, raspberries, cherries, anything.\newline\newlineThere was a river near the bear's cave, and he loved to sit on the bank and look at the fish and frogs, and at his own reflection in the water. One sunny afternoon, when he was looking into the river, he saw a family of ducks swimming by. He got up and followed them. They swam along in the river, and he walked along the bank. They traveled like this until they reached a small clearing in the forest. The bear stopped and looked around, and saw that the clearing was completely filled with blueberries -- more than he had ever seen! \newline\newlineThe young bear ate his fill of blueberries, then took home as many as he could carry in his paws. He went to bed happy. It was a wonderful day.		What kinds of animals did the bear follow?	fish	ducks	lions	frogs	ducks
98	There was once a young bear who lived in a small cave in the woods. His cave was comfy, warm, and dark, and had a bit of a yard in front of it. The bear lived with his mother and father, and spent his days walking around and his nights curled up asleep. He liked to look for berries to eat. His favorite berries were blueberries, but he would eat any berries he found: strawberries, raspberries, cherries, anything.\newline\newlineThere was a river near the bear's cave, and he loved to sit on the bank and look at the fish and frogs, and at his own reflection in the water. One sunny afternoon, when he was looking into the river, he saw a family of ducks swimming by. He got up and followed them. They swam along in the river, and he walked along the bank. They traveled like this until they reached a small clearing in the forest. The bear stopped and looked around, and saw that the clearing was completely filled with blueberries -- more than he had ever seen! \newline\newlineThe young bear ate his fill of blueberries, then took home as many as he could carry in his paws. He went to bed happy. It was a wonderful day.		What berries did the young bear like best?	raspberries	blueberries	strawberries	cherries	blueberries
98	There was once a young bear who lived in a small cave in the woods. His cave was comfy, warm, and dark, and had a bit of a yard in front of it. The bear lived with his mother and father, and spent his days walking around and his nights curled up asleep. He liked to look for berries to eat. His favorite berries were blueberries, but he would eat any berries he found: strawberries, raspberries, cherries, anything.\newline\newlineThere was a river near the bear's cave, and he loved to sit on the bank and look at the fish and frogs, and at his own reflection in the water. One sunny afternoon, when he was looking into the river, he saw a family of ducks swimming by. He got up and followed them. They swam along in the river, and he walked along the bank. They traveled like this until they reached a small clearing in the forest. The bear stopped and looked around, and saw that the clearing was completely filled with blueberries -- more than he had ever seen! \newline\newlineThe young bear ate his fill of blueberries, then took home as many as he could carry in his paws. He went to bed happy. It was a wonderful day.		Where did the bear like to sit?	In a clearing in the forest.	On the bank of the river near his cave.	In his cave.	Up in a tree.	On the bank of the river near his cave.
98	There was once a young bear who lived in a small cave in the woods. His cave was comfy, warm, and dark, and had a bit of a yard in front of it. The bear lived with his mother and father, and spent his days walking around and his nights curled up asleep. He liked to look for berries to eat. His favorite berries were blueberries, but he would eat any berries he found: strawberries, raspberries, cherries, anything.\newline\newlineThere was a river near the bear's cave, and he loved to sit on the bank and look at the fish and frogs, and at his own reflection in the water. One sunny afternoon, when he was looking into the river, he saw a family of ducks swimming by. He got up and followed them. They swam along in the river, and he walked along the bank. They traveled like this until they reached a small clearing in the forest. The bear stopped and looked around, and saw that the clearing was completely filled with blueberries -- more than he had ever seen! \newline\newlineThe young bear ate his fill of blueberries, then took home as many as he could carry in his paws. He went to bed happy. It was a wonderful day.		What type of day did the bear's adventure happen on?	During the night	A sunny morning	A rainy morning	A sunny afternoon	A sunny afternoon
99	Steve was excited about the trip he was taking tonight. The family was going out to his favorite place to eat. Steve loved spaghetti and meatballs, and the restaurant made the very best!\newline\newlineWhen Steve and his parents got to the restaurant, his mother had to tell him to stop running so fast. Steve couldn't help himself, he wanted to be inside and at a table so badly. The restaurant had pictures of all the people that used to work there in the past, it had been around for a long time with a history of such great food. It was not the first time his mother had to tell him to slow down.\newline\newlineWhen they were taken to their table and went through the curtain to the dining area, Steve had another nice surprise waiting for him. It would not be a table for three, his favorite aunt and uncle were waiting at the table for them! Steve sat down quickly to get some of the bread sticks before they were all gone.\newline\newlineSteve did not even need a menu, he knew what he wanted. Bring on the spaghetti and meatballs, nice and hot!		Who were all the people going to eat?	Steve and his parents	Steve's parents	Steve	Steve, his parents, his aunt and his uncle	Steve, his parents, his aunt and his uncle
99	Steve was excited about the trip he was taking tonight. The family was going out to his favorite place to eat. Steve loved spaghetti and meatballs, and the restaurant made the very best!\newline\newlineWhen Steve and his parents got to the restaurant, his mother had to tell him to stop running so fast. Steve couldn't help himself, he wanted to be inside and at a table so badly. The restaurant had pictures of all the people that used to work there in the past, it had been around for a long time with a history of such great food. It was not the first time his mother had to tell him to slow down.\newline\newlineWhen they were taken to their table and went through the curtain to the dining area, Steve had another nice surprise waiting for him. It would not be a table for three, his favorite aunt and uncle were waiting at the table for them! Steve sat down quickly to get some of the bread sticks before they were all gone.\newline\newlineSteve did not even need a menu, he knew what he wanted. Bring on the spaghetti and meatballs, nice and hot!		What did Steve want to eat for dinner?	The curtain	Spaghetti and meatballs	He wasn't sure	Bread sticks	Spaghetti and meatballs
99	Steve was excited about the trip he was taking tonight. The family was going out to his favorite place to eat. Steve loved spaghetti and meatballs, and the restaurant made the very best!\newline\newlineWhen Steve and his parents got to the restaurant, his mother had to tell him to stop running so fast. Steve couldn't help himself, he wanted to be inside and at a table so badly. The restaurant had pictures of all the people that used to work there in the past, it had been around for a long time with a history of such great food. It was not the first time his mother had to tell him to slow down.\newline\newlineWhen they were taken to their table and went through the curtain to the dining area, Steve had another nice surprise waiting for him. It would not be a table for three, his favorite aunt and uncle were waiting at the table for them! Steve sat down quickly to get some of the bread sticks before they were all gone.\newline\newlineSteve did not even need a menu, he knew what he wanted. Bring on the spaghetti and meatballs, nice and hot!		Why did Steve's mom tell him to slow down?	She couldn't keep up in the race	He was running to get inside the restaurant quicker	He was talking too fast	He was playing too rough with his uncle	He was running to get inside the restaurant quicker
99	Steve was excited about the trip he was taking tonight. The family was going out to his favorite place to eat. Steve loved spaghetti and meatballs, and the restaurant made the very best!\newline\newlineWhen Steve and his parents got to the restaurant, his mother had to tell him to stop running so fast. Steve couldn't help himself, he wanted to be inside and at a table so badly. The restaurant had pictures of all the people that used to work there in the past, it had been around for a long time with a history of such great food. It was not the first time his mother had to tell him to slow down.\newline\newlineWhen they were taken to their table and went through the curtain to the dining area, Steve had another nice surprise waiting for him. It would not be a table for three, his favorite aunt and uncle were waiting at the table for them! Steve sat down quickly to get some of the bread sticks before they were all gone.\newline\newlineSteve did not even need a menu, he knew what he wanted. Bring on the spaghetti and meatballs, nice and hot!		Where was Steve going?	To a restaurant	To his parents house	To the table store	To his aunt and uncles house	To a restaurant
100	The big white bear walked over the ice.  After he went a few feet, he pushed his paws down on the ice as hard as he could.  The sheet of ice cracked, and the big bear learned that he still had to wait.\newline\newlineThe big white bear was waiting to go out to the ice and hunt.  He was getting thin after a long summer in the far north, and he was ready to catch a seal.  In a few weeks, he could walk out on the ice, far from shore.  There, he could find seals or other animals that he could catch.  He would come back from the cold winter a lot fatter.\newline\newlineBut for now, he would have to wait.  In a few more days, the ice would be thick enough for him to go out and hunt.  The cold winds were starting to make some of the ice very thick.  But this spot was too thin, and he would have to wait.		What was the bear like after the summer?	He was fat.	He was tired.	He was hot.	He was skinny.	He was skinny.
100	The big white bear walked over the ice.  After he went a few feet, he pushed his paws down on the ice as hard as he could.  The sheet of ice cracked, and the big bear learned that he still had to wait.\newline\newlineThe big white bear was waiting to go out to the ice and hunt.  He was getting thin after a long summer in the far north, and he was ready to catch a seal.  In a few weeks, he could walk out on the ice, far from shore.  There, he could find seals or other animals that he could catch.  He would come back from the cold winter a lot fatter.\newline\newlineBut for now, he would have to wait.  In a few more days, the ice would be thick enough for him to go out and hunt.  The cold winds were starting to make some of the ice very thick.  But this spot was too thin, and he would have to wait.		What did the bear want to do?	Go ice skating.	Hibernate.	Wait.	Go hunting.	Go hunting.
100	The big white bear walked over the ice.  After he went a few feet, he pushed his paws down on the ice as hard as he could.  The sheet of ice cracked, and the big bear learned that he still had to wait.\newline\newlineThe big white bear was waiting to go out to the ice and hunt.  He was getting thin after a long summer in the far north, and he was ready to catch a seal.  In a few weeks, he could walk out on the ice, far from shore.  There, he could find seals or other animals that he could catch.  He would come back from the cold winter a lot fatter.\newline\newlineBut for now, he would have to wait.  In a few more days, the ice would be thick enough for him to go out and hunt.  The cold winds were starting to make some of the ice very thick.  But this spot was too thin, and he would have to wait.		What did the bear want to eat?	Winter.	Ice.	Berries.	A seal.	A seal.
100	The big white bear walked over the ice.  After he went a few feet, he pushed his paws down on the ice as hard as he could.  The sheet of ice cracked, and the big bear learned that he still had to wait.\newline\newlineThe big white bear was waiting to go out to the ice and hunt.  He was getting thin after a long summer in the far north, and he was ready to catch a seal.  In a few weeks, he could walk out on the ice, far from shore.  There, he could find seals or other animals that he could catch.  He would come back from the cold winter a lot fatter.\newline\newlineBut for now, he would have to wait.  In a few more days, the ice would be thick enough for him to go out and hunt.  The cold winds were starting to make some of the ice very thick.  But this spot was too thin, and he would have to wait.		What was the bear waiting for?	The seals to come back.	The weather to get warm.	The hunters to come for him.	The ice to freeze.	The ice to freeze.
101	"Leah and the Big Yellow Dog\newline\newlineLeah was very happy.  It was a bright, sunny day and Mommy was taking her to Leah's favorite place.  Leah loved the play park near the water!    \newline\newlineMommy parked the car and Leah ran out right away and climbed the big slide.  Up she went and then down.  Two other kids saw Leah and ran over and slid down, too.  Leah was laughing and happy.\newline\newlineSuddenly a big, yellow dog walked into the park.  This was really a friendly dog, and only wanted someone to play with.  But Leah was scared of dogs.\newline\newlineLeah didn't see the dog at first.  Leah started walking toward the swing, and the dog followed Leah.  Before Leah sat on the on the swing, she turned around and saw the dog smiling at her.  The dog looked goofy standing there with its mouth open.\newline\newlineLeah was scared.  She started yelling and screaming.  This only made the dog look confused.  The dog then began sounding out with Leah, barking and howling itself.  They were a sight to see with Leah screaming and the dog howling.\newline\newlineMommy went over and took Leah away from the dog, but mommy could barely keep herself from laughing.  The dog's master came and got the dog, and Leah went back to playing.  ""Some dogs are nice,"" Mommy told Leah."		Why was Leah happy?	It was a bright sunny day and she was going to see a dog.	It was a bright sunny day and she was going to play in the water.	Mommy was taking her to the play park to see a dog.	It was a bright sunny day and she was going to the park.	It was a bright sunny day and she was going to the park.
101	"Leah and the Big Yellow Dog\newline\newlineLeah was very happy.  It was a bright, sunny day and Mommy was taking her to Leah's favorite place.  Leah loved the play park near the water!    \newline\newlineMommy parked the car and Leah ran out right away and climbed the big slide.  Up she went and then down.  Two other kids saw Leah and ran over and slid down, too.  Leah was laughing and happy.\newline\newlineSuddenly a big, yellow dog walked into the park.  This was really a friendly dog, and only wanted someone to play with.  But Leah was scared of dogs.\newline\newlineLeah didn't see the dog at first.  Leah started walking toward the swing, and the dog followed Leah.  Before Leah sat on the on the swing, she turned around and saw the dog smiling at her.  The dog looked goofy standing there with its mouth open.\newline\newlineLeah was scared.  She started yelling and screaming.  This only made the dog look confused.  The dog then began sounding out with Leah, barking and howling itself.  They were a sight to see with Leah screaming and the dog howling.\newline\newlineMommy went over and took Leah away from the dog, but mommy could barely keep herself from laughing.  The dog's master came and got the dog, and Leah went back to playing.  ""Some dogs are nice,"" Mommy told Leah."		Where did Leah go first in the park?	the swing	the big slide	the dog's house	the water	the big slide
